study_id	doi	pmid	year	species	taxon	stressor	stressor_category	conditioning_stage	dose_treatment	duration	generations	transmission	challenge	persistence_days	multiple_timepoints	decay	readouts	direction	effect_magnitude	molecular_layers	concordance	applied_framing	replication	evidence_source	editorial_notice	notes	cluster
Gurr_2022	10.1111/mec.16644	35947503	2022	Panopea generosa	Bivalve	reduced pH (elevated pCO2)	pH/OA	Juvenile	priming 2870 uatm pCO2 (pre-exposed) vs 921 uatm (naive); second exposure 754 (ambient) / 2750 (moderate) / 4940 uatm (severe); third exposure 967 vs 3030 uatm	110 d priming acclimation; 7 d second exposure; 7 d ambient recovery; 7 d third exposure	F0	Within-generation only	7 d at moderately (2750 uatm) and severely (4940 uatm) elevated pCO2, a 7 d ambient recovery, then a third 7 d exposure at 3030 uatm	0	Yes	Persisted	TagSeq whole-transcriptome gene expression, interpreted against companion phenotypes (shell growth, tissue biomass, total antioxidant capacity) from the same animals	Improved	pre-exposed geoducks frontloaded gene sets for stress and apoptosis/innate immune response, homeostasis, protein degradation and transcriptional modifiers, and remained responsive to later encounters (mitochondrial recycling and immune defence under elevated pCO2; energy metabolism and biosynthesis during ambient recovery); naive clams were enriched for fatty-acid degradation and glutathione components, interpreted as depletion of endogenous fuel; companion phenotype was reduced total antioxidant capacity plus increased shell growth and tissue biomass in primed clams	Transcriptome (RNA-seq)	Concordant	Aquaculture	N=8 per treatment at day 0 (end of priming); N=6 at day 7 and day 14 (one cell N=5); N=3-6 at day 21	Abstract + citations	None found	Longest conditioning dose in this table (110 d) and the only bivalve study that samples the transcriptome at the same timepoints as the phenotype, giving a genuine concordance test. Mechanism proposed is gene frontloading plus sustained histone-methyltransferase expression as the memory substrate. The 4940 uatm arm is important because it tests whether priming still helps at doses beyond the priming intensity	Bivalve: temperature & pH
Wang_2023	10.1016/j.scitotenv.2023.162112	36764539	2023	Crassostrea gigas	Bivalve	natural intertidal environment (daily emersion, thermal and desiccation fluctuation) plus a laboratory heat-shock challenge	Temperature	Broodstock/adult	wild intertidal vs subtidal provenance, then two generations of breeding in a common subtidal area; laboratory heat-shock dose not stated in the abstract	lifetime natural intertidal exposure of F0, then two generations of common-garden subtidal breeding; durations not stated in the abstract	F0-F1-F2	Both parents	laboratory heat shock applied to F1 and F2; non-stressed subtidal condition also assessed as a baseline	not reported	Yes	Persisted	oxidative-status and energy-related physiological phenotypes; thermal plasticity of those phenotypes within and across generations	Improved	intertidal-origin TGP influenced oxidation and energy phenotypes in non-stressed subtidal offspring for at least two generations; 1655 differentially methylated genes (42.83%) identified in F1 were retained in F2; 320 (14.74%) intertidal-F0 thermal-response DMGs were recovered in both F1 and F2, enriched for carbohydrate, lipid and energy metabolism, signal transduction and immune pathways	Methylation (WGBS)	Partial (42.83% of F1 DMGs retained to F2; 14.74% of F0 thermal-response DMGs shared across F0/F1/F2)	Aquaculture	not reported	Abstract only	None found	Natural conditioning contrast and the most explicit quantification anywhere in the bivalve literature of how much of a methylation signal survives into a second generation. Because the two-generation breeding was done in a common subtidal area, the retained signal cannot be re-induced by the environment. Heat-shock dose, exposure durations, persistence intervals and replication are all behind a paywall, which is why persistence_days is unreported for a study whose whole point is persistence	Bivalve: temperature & pH
Wang_2021	10.1016/j.envres.2021.111058	33757824	2021	Crassostrea gigas	Bivalve	natural intertidal vs subtidal tidal environment	Temperature	Broodstock/adult	wild intertidal vs subtidal provenance; offspring produced from each and reared in a common environment; no numeric dose (natural contrast)	lifetime natural residence of F0 adults; common-environment rearing of F1; durations not stated in the abstract	F0-F1	Both parents	none (baseline only) - divergence assessed in a common environment; phenotypes interpreted as heat-stress-resistance related	not reported	No	Persisted	phenotypic divergence between intertidal- and subtidal-origin lines; traits related to heat stress resistance; genome-wide DNA methylation	Not assessable	approximately 41% of genes differentially modified by DNA methylation between intertidal and subtidal adults were transmitted to the next generation with largely consistent direction of regulation; cross-generational genes enriched for GTPase activity, primary metabolic activity, autophagosomes and apoptosis; genetic structure between groups was undifferentiated, so divergence is environmentally rather than genetically induced	Methylation (WGBS)	Partial (~41% of environmentally induced DMGs inherited to F1 with consistent direction)	Aquaculture	not reported	Abstract only	None found	Natural conditioning contrast and the first quantification of inherited environmentally induced methylation in oysters; the companion/precursor to Wang et al. 2023. Strength is that genetic differentiation was explicitly ruled out. Weakness is that no explicit thermal-challenge assay, dose or persistence interval is given in the accessible text, so the phenotypic side of the concordance claim rests on trait descriptions rather than a challenge outcome	Bivalve: temperature & pH
Dang_2022	10.1111/mec.16751	36314404	2022	Crassostrea hongkongensis	Bivalve	reduced pH (ocean acidification) applied during larval development	pH/OA	Larva	low pH 7.4 vs control pH 8.0 (near-future OA scenario for the species habitat)	larval exposure to pH 7.4 or 8.0 (length not stated in the abstract), then 9 months field outplanting as post-metamorphic juveniles	F0	Within-generation only	outplanting for 9 months at two mariculture field sites with contrasting environmental stressors	~270	No	Persisted	growth and survival trade-off traits of outplanted juveniles; DNA methylome; transcriptome	Mixed	quoted: the larval carry-over OA effect had persistent impacts on the growth and survival trade-off traits of the outplanted juveniles, although the beneficial or adverse effect depended on the environmental conditions at the outplanted sites; site-specific plasticity with diverse DNA methylation-associated gene expression, signal transduction and endocrine system most enriched; highly methylated exons prevailed in metabolic and endocytic genes conserved across marine invertebrates	Methylation (WGBS); Transcriptome (RNA-seq)	Partial (site-specific methylation-associated expression tracks the site-specific direction of the phenotypic carryover)	Aquaculture	2 mariculture field sites; per-site replication not stated in the abstract	Abstract only	None found	The sign of the larval OA carryover FLIPS with the outplant environment, so priming is neither intrinsically beneficial nor harmful - it is a match/mismatch problem. 9 months in the field is one of the longest persistence windows in this table and the only one that couples methylome and transcriptome to a field outcome. Larval exposure duration and replication are not in the accessible text	Bivalve: temperature & pH
Lugue_2026	10.1002/ece3.73139	42017008	2026	Pinctada margaritifera	Bivalve	elevated temperature applied as embryonic developmental thermal priming	Temperature	Embryo	32 C (warm, described by the authors as an ecological extreme) vs 28 C control, applied to embryos 3-24 h post-fertilization until hatching	~21 h embryonic incubation at 32 C or 28 C, then 4 months rearing under common conditions at 28 C	F0	Within-generation only	sublethal thermal challenge at 34 C applied to spat after 4 months of common-garden rearing; thermal tolerance and performance assays	~120	No	Persisted	spat thermal tolerance; post-hatching survival; performance/growth; gene expression network structure	Mixed	early-life priming significantly ENHANCED spat thermal tolerance in one bi-parental family and REDUCED it in the other; in family A post-hatching survival declined from 17% in naive to 2-5% in primed cohorts; main molecular pathways of the 34 C heat-stress response were conserved across families and independent of priming treatment, with the priming memory detectable only as network reorganization in Unfolded Protein Response gene-regulatory modules	Transcriptome (RNA-seq)	Discordant (heat-stress transcriptional response at 34 C was conserved across families and independent of priming, while the organismal thermal-tolerance outcome reversed sign between families; only a network-preservation analysis recovered any molecular trace of priming)	Both	2 bi-parental progenies (families A and B) in a 2 x 2 factorial (priming x later challenge)	Abstract + citations	None found	Best example in this table of molecular and phenotypic signals disagreeing outright: standard differential-expression analysis found no priming signature, yet the phenotype flipped from benefit to harm between two families of the same species. Also a large survival cost (17% to 2-5% post-hatching survival in family A). Authors themselves caution that a 2 x 2 design over-simplifies the early-environment/later-phenotype relationship. Only pearl-oyster entry and only embryo-stage priming here	Bivalve: temperature & pH
Mackenzie_2022	10.1128/aem.01654-22	36342150	2022	Crassostrea gigas	Bivalve	seawater pH buffering with soda ash during the first 24 h of development (relief from ambient low pH rather than imposition of stress)	pH/OA	Embryo	soda ash pH-buffered vs ambient (unbuffered, naturally low aragonite saturation) seawater; numeric pH/Omega values not in the accessible text	24 h post-fertilization; both groups then reared under ambient pH for the remainder of larval development (to ~19 d post-fertilization)	F0	Within-generation only	laboratory disease challenge (Vibrio inoculation) and a simulated marine heatwave, applied separately to juveniles and to adults arising from the same larval run	not reported	Yes	Persisted	larval 16S microbiome; larval and juvenile immune and shell-development gene expression; larval growth and survival; juvenile and adult survival under Vibrio plus heatwave challenge	Worsened	larvae reared under buffered conditions showed an altered microbiome that was still evident in juveniles; REDUCED survival of both juveniles and adults from the buffered group under a simulated marine heatwave and Vibrio exposure relative to ambient-reared animals; no benefit of buffering for larval survival or size; authors conclude even minimal buffering results in a changed microbiome paralleled by increased later-life mortality	Targeted qPCR	Partial (the buffering-induced microbiome shift persisted into juveniles and paralleled the increased later-life mortality, but host immune gene expression did not give a clean matching signal)	Aquaculture	n=3 per treatment group per timepoint for microbiome and transcriptomics; larval sampling at 1,3,5,7,9,11,13,15,17,19 d post-fertilization; juvenile qPCR at 1,3,5 d post-inoculation; single larval run	Abstract + citations	None found	Reverse-polarity conditioning: REMOVING a stressor for 24 h made animals measurably worse months later, via the microbiome rather than the host epigenome. Directly challenges soda-ash buffering, a standard commercial hatchery mitigation for OA upwelling events. The number of days from the 24 h buffering window to the juvenile and adult challenges is not stated in the accessible text, which is why persistence_days is unreported despite this being a carryover study	Bivalve: temperature & pH
Donelan_2023	10.1111/gcb.16571	36541067	2023	Crassostrea virginica	Bivalve	diel-cycling hypoxia combined with elevated temperature	Multiple	Juvenile	factorial combination of two temperature treatments and two diel-cycling dissolved-oxygen treatments; numeric levels not stated in the abstract	exposure at 3 months of age, then re-exposure to the same factorial treatments 1 year later	F0	Within-generation only	re-exposure to the same factorial elevated temperature x diel-cycling hypoxia treatments 1 year after the first exposure	~365	Yes	Persisted	shell and tissue growth; nitrogen bioassimilation (reef-scale ecosystem service); relative investment in tissue vs shell	Mixed	carryover effects of SINGLE stressors generally reduced nitrogen bioassimilation and relative tissue investment, particularly in warm environments, with modelled reef-scale reductions in stored nitrogen as large as 41%; early-life exposure to MULTIPLE stressors generally allowed oysters to perform as well as unexposed controls; in some scenarios carryover effects increased modelled reef nitrogen storage	None	Not evaluated	Restoration	not reported	Abstract only	None found	Only study here that scales an individual carryover effect to an ecosystem service, with a headline 41% reduction in modelled reef nitrogen storage. The stressor ordering is the OPPOSITE of Parker 2017: single-stressor priming was harmful and multi-stressor priming was neutral. Because hypoxia is co-manipulated with temperature the thermal contribution cannot be isolated, and the numeric doses are behind a paywall	Bivalve: temperature & pH
Georgoulis_2021	10.1038/s41598-021-96617-9	34429490	2021	Mytilus galloprovincialis	Bivalve	sublethal heat hardening (repeated brief heat-shock bouts)	Temperature	Broodstock/adult	4 repeated bouts of 2.5 h at 27 C, each followed by 24 h recovery at 18 C, vs non-hardened controls held at 18 C; challenge temperatures 24, 26 and 28 C (1 C/h ramp) vs 18 C control	4 x (2.5 h at 27 C + 24 h recovery at 18 C), i.e. ~4 d of hardening, then 4 d recovery at 18 C before the challenge	F0	Within-generation only	chronic exposure to 24, 26 or 28 C for up to 10-15 d	4	Yes	Persisted	cumulative mortality; electron transport system (ETS) activity; phosphorylated AMPK; SOD, CAT and GR activities; mt-10/mt-20, hsp70, nd2, cox1, sod1/sod2, cat, gr mRNA; Hsp72/Hsp73 protein	Improved	at 28 C non-hardened mussels reached 85% mortality in the first week and 100% by day 10, whereas hardened mussels reached 30% by day 7 and 60% by day 10; at 26 C non-hardened mussels reached 55% mortality by day 10 vs 40% by day 15 in hardened mussels; no mortality in either group at 24 C; hardened mussels sustained higher ETS activity at 26 and 28 C, showed faster and stronger CAT and GR induction, and did NOT phosphorylate AMPK (indicating maintained ATP homeostasis); main effects of treatment, exposure time and their interaction all p<0.0001	Targeted qPCR	Discordant at 24 C (nd2 and cox1 mRNA were strongly upregulated in both groups yet ETS activity fell below the 18 C baseline, and hardening raised transcripts and antioxidant enzymes without any survival or aerobic-capacity benefit); Concordant at 26-28 C	Aquaculture	~300 mussels split across 3 aquaria per group during hardening; 4 x 500 L challenge tanks run in triplicate, 50-60 individuals per group per tank; n=8 individuals per group per timepoint (12 h, 1, 3, 5, 10 d)	Full text	None found	Clearest dose-threshold result in this table: hardening buys nothing at the pejus temperature (24 C) and roughly halves mortality at the pessimum (28 C), and the benefit only emerges after day 3 of the challenge. The 24 C case is a direct molecular/phenotypic mismatch - full transcriptional and antioxidant activation with no functional payoff. Note that heat hardening is formally defined by the authors as transient (<=32 h), so the 4 d gap used here sits at the hardening/acclimation boundary	Bivalve: temperature & pH
Zhao_2020	10.1016/j.scitotenv.2019.136420	31923699	2020	Ruditapes philippinarum	Bivalve	reduced pH (seawater acidification)	pH/OA	Broodstock/adult	reduced seawater pH 7.7 vs ambient pH 8.1	not reported (transgenerational exposure; exposure lengths not stated in the abstract)	F0-F1	Both parents	reduced seawater pH 7.7 applied to transgenerationally exposed and naive clams	not reported	No	Persisted	carbonic anhydrase, acid phosphatase and alkaline phosphatase activities; Na/K-ATPase and Ca/Mg-ATPase activities; glycogen, lipid and protein reserves	Mixed	clams with a transgenerational history had significantly HIGHER carbonic anhydrase activity than clams from ambient-pH parents, significantly increased Na/K-ATPase activity, and reduced net protein degradation; acid and alkaline phosphatase and Ca/Mg-ATPase showed no transgenerational response; tissue glycogen and lipid were significantly depleted under acidification REGARDLESS of transgenerational history, i.e. no transgenerational recovery of the energy budget	None	Discordant (ionoregulatory and calcification enzyme acclimation with no recovery of the energetic budget)	Aquaculture	not reported	Abstract only	None found	The clearest bivalve case of a biochemical acclimation signal and whole-organism energetics diverging: the ion-transport and calcification machinery acclimates across a generation while glycogen and lipid reserves are depleted just as much as in naive clams. The authors' own caveat is quotable - current understanding of transgenerational responses is limited by the achievable laboratory time window. Enzyme activities are not one of the schema's molecular layers, hence molecular_layers = None	Bivalve: temperature & pH
Zhao_2019	10.1016/j.scitotenv.2019.135501	31846816	2019	Ruditapes philippinarum	Bivalve	reduced pH (elevated pCO2, end-of-21st-century ocean acidification scenario)	pH/OA	Broodstock/adult	elevated CO2 projected for the end of the 21st century vs ambient; numeric pH/pCO2 values not stated in the abstract	not reported (transgenerational exposure; exposure lengths not stated in the abstract)	F0-F1	Both parents	elevated CO2 during shell formation in transgenerationally exposed and naive clams	not reported	No	Persisted	shell trace-element composition (Mg, Sr, Cu, Zn, Ba, Pb) measured against ambient seawater chemistry	Not assessable	neither seawater pH nor transgenerational exposure affected shell Mg or Sr; elevated CO2 significantly increased shell Cu, Zn, Ba and Pb; transgenerational effects were significant specifically for Cu and Zn incorporation, attributed to a metabolic shift toward energetic efficiency improving discrimination against Cu and Zn at the calcification site	None	Not evaluated	Biomonitoring	not reported	Abstract only	None found	Same transgenerational Manila clam system as Zhao et al. 2020 but with a geochemical readout, so it is emitted as a separate row. Practically important and rarely flagged: transgenerational history itself changes shell trace-element chemistry, which undermines the use of bivalve shell trace elements as provenance tracers or environmental proxies under OA. No organismal performance endpoint, so direction is not assessable	Bivalve: temperature & pH
Xu_2024	10.1016/j.marenvres.2024.106561	38788476	2024	Ruditapes philippinarum	Bivalve	ocean acidity extreme (OAX) events, i.e. acidification beyond the end-of-century pH 7.7 scenario	pH/OA	Broodstock/adult	ocean acidity extreme conditions vs the end-of-century scenario pH 7.7 and ambient; OAX pH value not stated in the abstract	not reported (transgenerational exposure; exposure lengths not stated in the abstract)	F0-F1	Both parents	OAX conditions applied to embryos of transgenerationally exposed parents	~0	No	Not tested	embryonic development (progression past the trochophore stage); whole-transcriptome differential expression	Worsened	transgenerational exposure to OAX resulted in CESSATION of embryonic development at the trochophore stage; a large number of differentially expressed genes were significantly enriched and activated in energy metabolism, immunity and apoptosis pathways, indicating severe cellular damage; authors conclude transgenerational acclimation may not be a panacea for marine bivalves under OAX	Transcriptome (RNA-seq)	Concordant (activation of stress, immune and apoptosis pathways matches the developmental arrest)	None	not reported	Abstract only	None found	Defines the ceiling on transgenerational acclimation: the same species that shows biochemical TGP at pH 7.7 (Zhao et al. 2020) fails completely under extreme acidity, with development arresting outright. Strong counterweight to the optimistic Parker/Ross narrative. OAX dose, exposure durations and replication are all behind a paywall	Bivalve: temperature & pH
Venkataraman_2019	10.2983/035.038.0325	not reported	2019	Crassostrea gigas	Bivalve	reduced pH applied to IMMATURE adults, i.e. before reproductive conditioning	pH/OA	Broodstock/adult	low pH 7.31 vs ambient pH 7.82 (ambient pCO2 ~747 uatm); total alkalinity measured on days 5, 33 and 48	7 weeks of pH exposure, then 8 weeks in ambient common garden, then 4 weeks of reproductive conditioning (13 C to 23 C over 3 weeks at 1 C per 2 d, plus 1 week at 23 C) before strip-spawning	F0-F1	Maternal	none (baseline only) - all post-exposure holding, conditioning, spawning and larval rearing were at ambient pH	~120	No	Persisted	adult gonad maturation state and sex (histology, immediately post-exposure); larval abundance (4 months post-exposure)	Worsened	no observable effect of low pH on adult gonad maturation or sex immediately after the 7 week exposure, but larval abundance was significantly REDUCED in the low-pH maternal line 4 months after the exposure ended; authors attribute this to altered maternal provisioning or epigenetic modification acquired during early gametogenesis	None	Not evaluated	Aquaculture	3 experimental tanks x 20 oysters per treatment (60 per treatment); 20 oysters sampled for histology after acclimation; 10 oysters per treatment sampled for histology at the end of the pH exposure (ambient-pH tissues lost tank identity during processing)	Full text	None found	Unusual and important design: the stressor was applied to IMMATURE adults, fully removed for 8 weeks, and the effect still surfaced as reduced offspring number 4 months later - direct evidence for a programming window outside gametogenesis. The carryover is NEGATIVE at pH 7.31, more severe than Parker's 856 uatm (pH 7.90) which was positive, supporting dose-dependent flipping of carryover sign. Authors flag that hatcheries unable to control water chemistry may be inadvertently priming broodstock with negative consequences	Bivalve: temperature & pH
Martino_2026	10.1093/ismeco/ycag059	41987828	2026	Ruditapes philippinarum	Bivalve	sublethal thermal priming of the microbiome (donor clams thermally primed, microbiota isolated and transplanted into non-acclimated recipients)	Temperature	Broodstock/adult	thermal priming of donor clams followed by simulated heatwave conditions in recipients; numeric priming and heatwave temperatures not stated in the abstract	not reported (priming and heatwave durations not stated in the abstract)	F0	Within-generation only	simulated marine heatwave applied to non-acclimated clams that had received a microbiome transplant from thermally primed donors	not reported	No	Persisted	survival under simulated heatwave; antioxidant enzyme activity; host transcriptome; 16S microbial community composition	Improved	transplantation of a microbiome from heat-primed donors was sufficient to enhance host resilience and significantly prolonged survival under subsequent heat stress; mechanism attributed to adaptive microbiome shifts (Alphaproteobacteria and Gammaproteobacteria genera) promoting energy conservation, elevated antioxidant activity and broad DOWNregulation of host transcriptional pathways including suppressed autophagy	Transcriptome (RNA-seq)	Concordant (broad host transcriptional downregulation interpreted as an energy-efficient stress-mitigating state, matching the improved survival)	Aquaculture	not reported	Abstract only	None found	Decouples the conditioning memory from the host entirely: the priming was applied to donors and transferred by microbiota transplant, so the recipients were never themselves primed. This is a testable alternative mechanism for essentially every other row in this table, and a warning that host epigenetic explanations in field-collected or hatchery-reared bivalves may be confounded by microbiome transfer. Doses and durations not in the abstract	Bivalve: temperature & pH
Spencer_2020	10.1002/eap.2060	not reported	2020	Ostrea lurida	Bivalve	elevated winter temperature followed sequentially by elevated pCO2, applied to adults	Multiple	Broodstock/adult	elevated temperature +4 C (at 10 C) then elevated pCO2 +2204 uatm (at 3045 uatm) vs ambient, during winter months	sequential winter exposure to elevated temperature then elevated pCO2 (individual exposure lengths not obtained); offspring then reared 1 year in common conditions and deployed 3 months in the field	F0-F1	Both parents	3 month deployment of offspring in four estuarine bays with distinct environmental conditions	~455	Yes	Persisted	male and female gamete developmental stage; sex ratio; timing and daily magnitude of larval release; offspring survival in the field	Mixed	male gametes were more developed after elevated temperature and less developed after high pCO2, with no effect on female gametes or sex ratio; oysters previously exposed to elevated winter temperature released larvae EARLIER regardless of pCO2, and released more larvae per day when temperature was the sole treatment, but the temperature effect on larval production was NEGATED when pCO2 was also elevated; offspring of pCO2-exposed parents had higher survival in 2 of the 4 bays	None	Not evaluated	Restoration	3 hatchery-reared adult populations plus an additional cohort spawned from one of them; offspring deployed across 4 estuarine bays	Abstract + citations	None found	Two stressors act ANTAGONISTICALLY on the parental phenotype (winter warming accelerates spermatogenesis and advances spawning, elevated pCO2 cancels it) yet the pCO2 arm is the one that produces the beneficial offspring carryover - so parental cost and offspring benefit decouple. Carryover was context dependent (2 of 4 bays), echoing Dang et al. 2022. Also unusual in exposing adults outside the spring gametogenic window, which the authors argue is where most designs are unrealistic	Bivalve: temperature & pH
Waite_2021	10.1002/ecy.3565	34674265	2021	Mytilus californianus	Bivalve	natural thermal gradient across shoreline elevation (intertidal emersion heat stress)	Temperature	Broodstock/adult	warmer high-shore vs cooler low-shore natural thermal environments across a shoreline elevation gradient; numeric temperatures not obtained from the accessible text	lifetime field residence of adults at their natural shoreline elevation	F0-F1	Both parents	acute lethal thermal-limit assay applied to field-collected adults and, separately, to their larvae	not reported	No	Not tested	adult and larval lethal thermal limits; reproductive condition; egg diameter	Worsened	adult mussels from warmer habitats yielded LESS thermally tolerant larvae (negative carryover across one generation), while showing no clear difference in their own thermal tolerance; higher reproductive condition and larger egg diameters were found in low-stress (cooler) environments, indicating an energy-investment trade-off	None	Not evaluated	None	not reported	Abstract only	None found	Natural conditioning contrast, and one of the cleanest demonstrations that parental stress history can be transmitted as a COST rather than a benefit - the direct opposite of the Wang et al. intertidal-oyster results in the same kind of design. Also shows adult phenotype is a poor predictor of the offspring effect: adult tolerance did not vary with habitat while larval tolerance did. Mechanism proposed is reduced per-egg provisioning under thermal stress	Bivalve: temperature & pH
ChandraRajan_2023	10.1098/rspb.2022.1216	36651043	2023	Crassostrea hongkongensis	Bivalve	reduced pH (ocean acidification) with and without parental exposure history	pH/OA	Multiple	OA treatment pH 7.4; control pH not stated in the abstract	not reported (larval and juvenile exposure durations not stated in the abstract)	F0-F1	Both parents	elevated OA (pH 7.4) during larval and juvenile shell formation	~0	Yes	Not tested	shell micro- and nanostructure; directional shell fabrication; directional shell dissolution across larval (aragonite) and juvenile (calcite/aragonite) stages	No effect	under OA both larval and juvenile stages showed directional dissolution, with the earliest-formed shell layers dissolving first owing to longer exposure time; despite dissolution the shell micro- and nanostructure remained unaffected under OA, quoted as irrespective of parental exposure history	None	Not evaluated	Aquaculture	not reported	Abstract only	None found	An explicit NULL result for parental conditioning on a structural trait: parental OA history did not protect offspring shell ultrastructure, in contrast to the growth and development benefits reported for S. glomerata. Useful for calibrating which traits transgenerational plasticity can and cannot reach - biomineralization architecture appears to be outside its reach even when growth rate is not. Doses, durations and replication not in the accessible text	Bivalve: temperature & pH
